Hotel ID,Hotel_name,Location,City,Category,Type,Lunch,Dinner,Child with bed,Child without bed,Flower bed,Candle light,Cake,Fruit Basket,Season1(05th Nov to 20th Nov),Season2(01st Oct to 10th Dec),Season3(11th Dec  to 20th Dec),Season4 (21th Dec to 23rd Dec),Season 5(24th Dec ),Season 6(25th Dec to 30th Dec ),Season 7 (31st Dec ),Season 8(01st Jan to 10th Jan),Season 9(11th Jan to 31st Mar),Website
HOTEL4965,Aar resorts,"Hotel Aar Royal Resorts, (Aar royal residency pvt ltd), 996/1b, vasantha nagar, Opp to green forest furniture mart,Courtallam Tirunelveli-7",5,3*,Executive Room\Suite Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,750\750\750\750\750\750\750\750\750,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3200\4500\0\0\0\0\0\0\0,3200\4500\0\0\0\0\0\0\0,3200\4500\0\0\0\0\0\0\0,3200\4500\0\0\0\0\0\0\0,3200\4500\0\0\0\0\0\0\0,3200\4500\0\0\0\0\0\0\0,3200\4500\0\0\0\0\0\0\0,3200\4500\0\0\0\0\0\0\0,3200\4500\0\0\0\0\0\0\0,www.aarroyalresorts.com
HOTEL4966,Hotel Coastal residency,"Tiruchengode Road, Nallipalayam, Namakkal, Tamil Nadu 637003 Phone:04286 280 058 ",18,2*,Standard Ac Room\Cottage,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,450\450\450\450\450\450\450\450\450,200\200\200\200\200\200\200\200\200,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1600\3800\0\0\0\0\0\0\0,1600\3800\0\0\0\0\0\0\0,1600\3800\0\0\0\0\0\0\0,1600\3800\0\0\0\0\0\0\0,1600\3800\0\0\0\0\0\0\0,1600\3800\0\0\0\0\0\0\0,1600\3800\0\0\0\0\0\0\0,1600\3800\0\0\0\0\0\0\0,1600\3800\0\0\0\0\0\0\0,www.coastalresidency.com
HOTEL4967,Golden palace,"1.  Tiruchengode - Namakkal - Trichy Rd, Namakkal, Tamil Nadu 637002",18,2*,Standard Ac Room\Deluxe Ac Room\Executive Ac Room ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1700\2300\3500\0\0\0\0\0\0,1700\2300\3500\0\0\0\0\0\0,1700\2300\3500\0\0\0\0\0\0,1700\2300\3500\0\0\0\0\0\0,1700\2300\3500\0\0\0\0\0\0,1700\2300\3500\0\0\0\0\0\0,1700\2300\3500\0\0\0\0\0\0,1700\2300\3500\0\0\0\0\0\0,1700\2300\3500\0\0\0\0\0\0,www.hotelgoldenpalace.co
HOTEL4968,Theni International," Madurai Road, Near Old Bus Stand,, Kochi-Madurai-Tondi Point Highway, NRT Nagar, Theni, Tamil Nadu 625531 ,Phone:04546 260 656",18,2*,Standard Ac Room\Executive Ac Room\Suite Ac Room ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,450\450\450\450\450\450\450\450\450,200\200\200\200\200\200\200\200\200,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1700\1900\2900\0\0\0\0\0\0,1700\1900\2900\0\0\0\0\0\0,1700\1900\2900\0\0\0\0\0\0,1700\1900\2900\0\0\0\0\0\0,1700\1900\2900\0\0\0\0\0\0,1700\1900\2900\0\0\0\0\0\0,1700\1900\2900\0\0\0\0\0\0,1700\1900\2900\0\0\0\0\0\0,1700\1900\2900\0\0\0\0\0\0,hoteltheniinternational.in
HOTEL4969,abm grande,19 Theni Kumuly NH RoadTheni - 625531Tamilnadu,28,2*,Mullai\Malligai\Suite,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,550\550\550\550\550\550\550\550\550,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2100\2400\3200\0\0\0\0\0\0,2100\2400\3200\0\0\0\0\0\0,2100\2400\3200\0\0\0\0\0\0,2100\2400\3200\0\0\0\0\0\0,2100\2400\3200\0\0\0\0\0\0,2100\2400\3200\0\0\0\0\0\0,2100\2400\3200\0\0\0\0\0\0,2100\2400\3200\0\0\0\0\0\0,2100\2400\3200\0\0\0\0\0\0,www.abmhotels.com
HOTEL4970,GRT nature trails,"20th Hairpin Bend, Salem-Yercaud Main Road, Ondikadai, Yercaud, Tamil Nadu 636602, Phone:04281 225 100",40,3*,Valley View\Panorama View\Pool Side Chaltes,850\850\850\850\850\850\850\850\850,850\850\850\850\850\850\850\850\850,1500\1500\1500\1500\1500\1500\1500\1500\1500,550\550\550\550\550\550\550\550\550,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3300\3950\3950\0\0\0\0\0\0,3300\3950\3950\0\0\0\0\0\0,3300\3950\3950\0\0\0\0\0\0,3300\3950\3950\0\0\0\0\0\0,3300\3950\3950\0\0\0\0\0\0,3300\3950\3950\0\0\0\0\0\0,3300\3950\3950\0\0\0\0\0\0,3300\3950\3950\0\0\0\0\0\0,3300\3950\3950\0\0\0\0\0\0,www.grthotels.com/yercaud
HOTEL4971,Hotel shevaroys," Hospital Road, Yercaud Hills, Salem, Tamil Nadu 636601 ,Phone:04281 222 288",40,3*,Rose Room\Dahlia\Orchid,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\500\500\500,850\850\850\850\850\850\850\850\850,450\450\450\450\450\450\450\450\450,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3300\3600\4000\0\0\0\0\0\0,3300\3600\4000\0\0\0\0\0\0,3300\3600\4000\0\0\0\0\0\0,3300\3600\4000\0\0\0\0\0\0,3300\3600\4000\0\0\0\0\0\0,3300\3600\4000\0\0\0\0\0\0,3300\3600\4000\0\0\0\0\0\0,3300\3600\4000\0\0\0\0\0\0,3300\3600\4000\0\0\0\0\0\0,hotelshevaroys.com
HOTEL4972,Clifton Inn,"Rahms Road, Near Five Roads, Opposite Glass House, Yercaud, Tamil Nadu 636601 ,Phone:04281 222 911",40,2*,Deluxe Room\Superior Deluxe Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2800\3200\0\0\0\0\0\0\0,2800\3200\0\0\0\0\0\0\0,2800\3200\0\0\0\0\0\0\0,2800\3200\0\0\0\0\0\0\0,2800\3200\0\0\0\0\0\0\0,2800\3200\0\0\0\0\0\0\0,2800\3200\0\0\0\0\0\0\0,2800\3200\0\0\0\0\0\0\0,2800\3200\0\0\0\0\0\0\0,www.cliftoninnyercaud.com
HOTEL4973,Grand Estancia,"No. 349/3, Bangalore Bypass road, Narasothipatty, Salem, Tamil Nadu 636004 ,Phone:0427 277 7770 ",24,3*,Superior Ac Room\Executive Room\Premium Room,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,900\900\900\900\900\900\900\900\900,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3500\4200\5000\0\0\0\0\0\0,3500\4200\5000\0\0\0\0\0\0,3500\4200\5000\0\0\0\0\0\0,3500\4200\5000\0\0\0\0\0\0,3500\4200\5000\0\0\0\0\0\0,3500\4200\5000\0\0\0\0\0\0,3500\4200\5000\0\0\0\0\0\0,3500\4200\5000\0\0\0\0\0\0,3500\4200\5000\0\0\0\0\0\0,www.grandestancia.com
HOTEL4974,salem castle,"A-4, Bharathi Street, Swarnapuri, Salem, Tamil Nadu 636004 ,Phone:098439 11175",24,2*,Standard Ac Room\Deluxe Ac Room\Suite Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,650\650\650\650\650\650\650\650\650,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,2700\3200\4000\0\0\0\0\0\0,www.hotelsalemcastle.com
HOTEL4975,windsor castle,"14, Rajaji Rd, Opp. Vijaya Hospital, Peramanur, Salem, Tamil Nadu 636007 ,Phone:099523 00012 ",24,2*,Supreme Room\Windsor bolcony\Suite Room,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2100\2900\5000\0\0\0\0\0\0,2100\2900\5000\0\0\0\0\0\0,2100\2900\5000\0\0\0\0\0\0,2100\2900\5000\0\0\0\0\0\0,2100\2900\5000\0\0\0\0\0\0,2100\2900\5000\0\0\0\0\0\0,2100\2900\5000\0\0\0\0\0\0,2100\2900\5000\0\0\0\0\0\0,2100\2900\5000\0\0\0\0\0\0,www.hotelwindsorcastlesalem.com
HOTEL4976,Hotel Radha prasad,"344, Near Telephone Bhavan, Brough Rd, Erode Fort, Erode, Tamil Nadu 638001 ,Phone:097888 34567",8,2*,Deluxe Ac Room\Club suite\Executive Suite\Studio Room,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1800\2500\2750\3550\0\0\0\0\0,1800\2500\2750\3550\0\0\0\0\0,1800\2500\2750\3550\0\0\0\0\0,1800\2500\2750\3550\0\0\0\0\0,1800\2500\2750\3550\0\0\0\0\0,1800\2500\2750\3550\0\0\0\0\0,1800\2500\2750\3550\0\0\0\0\0,1800\2500\2750\3550\0\0\0\0\0,1800\2500\2750\3550\0\0\0\0\0,www.hotelradhaprasad.com
HOTEL4977,Hotel Atrium," 382, EVN Road, Near Railway Station, Erode, Tamil Nadu 638001, Phone:0424 222 0000",8,3*,Club Room\Family Room\Patio Room ,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,700\700\700\700\700\700\700\700\700,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,2200\2700\3200\0\0\0\0\0\0,www.hotelatriumerode.com
HOTEL4978,RR Inn,"Old Madurai Road, Tirunelveli Junction, Tirunelveli, Tamil Nadu 627001 ,Phone:0462 231 1111",34,3*,Superior\Executive\Executive Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,750\750\750\750\750\750\750\750\750,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2800\3300\4900\0\0\0\0\0\0,2800\3300\4900\0\0\0\0\0\0,2800\3300\4900\0\0\0\0\0\0,2800\3300\4900\0\0\0\0\0\0,2800\3300\4900\0\0\0\0\0\0,2800\3300\4900\0\0\0\0\0\0,2800\3300\4900\0\0\0\0\0\0,2800\3300\4900\0\0\0\0\0\0,2800\3300\4900\0\0\0\0\0\0,rrinn.in
HOTEL4979,KA hotel," 18, South Bypass Road, Near New Bus Stand, Tirunelveli, Tamil Nadu 627005 Phone:0462 297 0021",34,2*,Standard Ac Room\Deluxe \Deluxe Suite,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1800\2000\2500\0\0\0\0\0\0,1800\2000\2500\0\0\0\0\0\0,1800\2000\2500\0\0\0\0\0\0,1800\2000\2500\0\0\0\0\0\0,1800\2000\2500\0\0\0\0\0\0,1800\2000\2500\0\0\0\0\0\0,1800\2000\2500\0\0\0\0\0\0,1800\2000\2500\0\0\0\0\0\0,1800\2000\2500\0\0\0\0\0\0,kahotels.in
HOTEL4980,aryaas,"67, Madurai Road, Tirunelveli Junction, Tirunelveli, Tamil Nadu 627001, Phone:0462 233 9001",34,2*,Standard Ac Room\Deluxe\Superior,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,400\400\400\400\400\400\400\400\400,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1600\1900\2000\0\0\0\0\0\0,1600\1900\2000\0\0\0\0\0\0,1600\1900\2000\0\0\0\0\0\0,1600\1900\2000\0\0\0\0\0\0,1600\1900\2000\0\0\0\0\0\0,1600\1900\2000\0\0\0\0\0\0,1600\1900\2000\0\0\0\0\0\0,1600\1900\2000\0\0\0\0\0\0,1600\1900\2000\0\0\0\0\0\0,www.aryaasgroup.com
HOTEL4981,GRT regency,"3/187, NH 7A, Periyanayagapuram main road,korampallam, Opp.Collectorate Office, Tuticorin, Tamil Nadu 628101 Phone:0461 234 0777",33,3*,Superior\Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\400\400\400,950\950\950\950\950\950\950\950\950,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,3000\4000\0\0\0\0\0\0\0,3000\4000\0\0\0\0\0\0\0,3000\4000\0\0\0\0\0\0\0,3000\4000\0\0\0\0\0\0\0,3000\4000\0\0\0\0\0\0\0,3000\4000\0\0\0\0\0\0\0,3000\4000\0\0\0\0\0\0\0,3000\4000\0\0\0\0\0\0\0,3000\4000\0\0\0\0\0\0\0,www.grthotels.com
HOTEL4982,DSF grand plaza,"No.379, Victoria Extension Road, Near Shunmuga Puram, Thoothukudi, Tamil Nadu 628002, Phone:0461 232 3506",33,2*,Superior Room\Executive Room,350\350\350\350\350\350\350\350\350,350\350\350\350\350\350\350\350\350,700\700\700\700\700\700\700\700\700,300\300\300\300\300\300\300\300\300,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0\0,2100\2600\0\0\0\0\0\0\0\0,www.dsfgrandplaza.com
HOTEL4983,Chitra park hotel,"367, Travelers Bangalow Road, Tiruchendur, Tamil Nadu 628 215 Phone:04639 243 766",29,2*,Deluxe Ac Room\Executive Ac Room\Suite Room ,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,500\500\500\500\500\500\500\500\500,200\200\200\200\200\200\200\200\200,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1400\1700\3000\0\0\0\0\0\0,1400\1700\3000\0\0\0\0\0\0,1400\1700\3000\0\0\0\0\0\0,1400\1700\3000\0\0\0\0\0\0,1400\1700\3000\0\0\0\0\0\0,1400\1700\3000\0\0\0\0\0\0,1400\1700\3000\0\0\0\0\0\0,1400\1700\3000\0\0\0\0\0\0,1400\1700\3000\0\0\0\0\0\0,www.hotelchitrapark.com
HOTEL4984,Udhyam International,"Travellers Bungalow Road, Tuticorin District, Tiruchendur, Tamil Nadu 628215 Phone:04639 242 566 ",29,2*,Standard Ac Room\Executive Ac Room\Comfort Ac Room,300\300\300\300\300\300\300\300\300,300\300\300\300\300\300\300\300\300,550\550\550\550\550\550\550\550\550,250\250\250\250\250\250\250\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,1900\2300\2700\0\0\0\0\0\0,1900\2300\2700\0\0\0\0\0\0,1900\2300\2700\0\0\0\0\0\0,1900\2300\2700\0\0\0\0\0\0,1900\2300\2700\0\0\0\0\0\0,1900\2300\2700\0\0\0\0\0\0,1900\2300\2700\0\0\0\0\0\0,1900\2300\2700\0\0\0\0\0\0,1900\2300\2700\0\0\0\0\0\0,www.hoteludhayaminternational.com
HOTEL4985,Chandy Windy woods,"Meencut, Chittirapuram P.O., Dist Idukki, Chithirapuram Powerhouse Road, Munnar, Kerala 685565, Phone:04865 263 450",52,5*,Deluxe\Super Deluxe\Suite\Presidential Suite,750\750\750\750\750\750\750\750\750,650\750\750\750\1\750\1\750\750,2000\2000\2000\2000\3500\2000\5000\2000\2000,1000\1000\1000\1000\3500\1000\1500\1000\1000,1750\1750\1750\1750\1750\1750\1750\1750\1750,2000\2000\2000\2000\2000\2000\2000\2000\2000,1500\1500\1500\1500\1500\1500\1500\1500\1500,0\0\0\0\0\0\0\0\1,7750\9750\12500\15000\0\0\0\0\0,7750\9750\12500\15000\0\0\0\0\0,7750\9750\12500\15000\0\0\0\0\0,8500\10250\13000\15000\0\0\0\0\0,15500\17250\20000\22000\0\0\0\0\0,8500\10250\13000\15000\0\0\0\0\0,18500\20250\23000\25000\0\0\0\0\0,8500\10250\13000\15000\0\0\0\0\0,7750\9750\12500\15000\0\0\0\0\0,www.chandyswindywoods.com
HOTEL4986,Silver Tips," SH16, Munnar, Kerala 685612, Phone:04865 230 238",52,4* ,Executive\Superior\Suite,500\500\500\500\500\500\500\500\500,500\500\500\500\1\500\1\500\500,1200\1200\1200\1200\2700\1200\3700\1200\1200,300\300\300\300\1800\300\2800\300\300,900\900\900\900\900\900\900\900\900,1000\1000\1000\1000\1000\1000\1000\1000\1000,350\350\350\350\350\350\350\350\350,0\0\0\0\0\0\0\0\1,4500\5500\7000\0\0\0\0\0\0,4500\5500\7000\0\0\0\0\0\0,4500\5500\7000\0\0\0\0\0\0,6500\7500\9000\0\0\0\0\0\0,9500\10500\12000\0\0\0\0\0\0,6500\7500\9000\0\0\0\0\0\0,11500\12500\14000\0\0\0\0\0\0,6500\7500\9000\0\0\0\0\0\0,4500\5500\7000\0\0\0\0\0\0,www.silvertipsmunnar.com
HOTEL4987,T&U Leisure Hotel," Mattupetty Road, Near Marthoma Retreat Center, Munnar, Kerala 685612,Phone:04865 233 081",52,4* ,Deluxe\Suite\ Honeymoon Suite,500\500\500\500\500\500\500\500\500,500\500\500\500\1\500\1\500\500,1100\1100\1350\1350\3850\1350\4350\1350\1100,500\500\750\750\3250\750\3750\750\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\1,5250\8500\11500\0\0\0\0\0\0,4250\75000\10500\0\0\0\0\0\0,4250\75000\10500\0\0\0\0\0\0,5250\8500\11500\0\0\0\0\0\0,10250\13500\16500\0\0\0\0\0\0,5250\8500\11500\0\0\0\0\0\0,11250\14500\17500\0\0\0\0\0\0,5250\8500\11500\0\0\0\0\0\0,4250\75000\10500\0\0\0\0\0\0,www.tanduleisurehotel.com
HOTEL4988,Tall Trees ,"P.B. No. 40, Bison Valley Road, Nullatanni, Munnar, Kerala 685612, Phone:04865 232 716",52,4* ,Std Cottage\Deluxe Cottage\Luxury Cottage (02 B/R),750\750\750\750\750\750\750\750\750,750\750\750\750\1\750\1\750\750,2000\2000\2000\2000\5000\2000\5000\2000\2000,1500\1500\1500\1500\3750\1500\3750\1500\1500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\1,6000\9500\17000\0\0\0\0\0\0,6000\9500\17000\0\0\0\0\0\0,6000\9500\17000\0\0\0\0\0\0,10000\12500\21000\0\0\0\0\0\0,16000\18500\27000\0\0\0\0\0\0,10000\12500\21000\0\0\0\0\0\0,14500\17000\25500\0\0\0\0\0\0,10000\12500\21000\0\0\0\0\0\0,6000\9500\17000\0\0\0\0\0\0,www.ttr.in
HOTEL4989,Devonshire Greens,"Attukad Waterfall Road, Pallivasal P.O,, Munnar, Kerala 685612, Phone:04865 230 01",52,4* ,Valley View\Valley View Premium\Sunrise View Premium\Suite,600\600\600\600\600\600\600\600\600,400\600\600\600\1\600\1\600\600,1750\1750\1750\1750\5250\1750\5250\1750\1750,900\900\900\900\2400\900\2400\900\900,1500\1500\1500\1500\1500\1500\1500\1500\1500,1500\1500\1500\1500\1500\1500\1500\1500\1500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\1,5700\6900\9300\12900\0\0\0\0\0,5700\6900\9300\12900\0\0\0\0\0,5700\6900\9300\12900\0\0\0\0\0,6780\8220\11100\15420\0\0\0\0\0,13780\15220\18100\22420\0\0\0\0\0,6780\8220\11100\15420\0\0\0\0\0,13780\15220\18100\22420\0\0\0\0\0,6780\8220\11100\15420\0\0\0\0\0,5700\6900\9300\12900\0\0\0\0\0,devonshiregreens.com
HOTEL4990,Orchid Higland,"Chithirapuram South, Power House Road, MunnarMunnar - 685565, Kerala, India",52,4* ,Deluxe\Executive\Premium\Premium Suite,500\500\500\500\500\500\500\500\500,500\500\500\500\1\500\1\500\500,1250\1500\1500\1750\3250\1750\4250\1750\1500,750\750\750\1000\2500\1000\3500\1000\750,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\1,4250\5000\6000\11000\0\0\0\0\0,4250\5000\6000\11000\0\0\0\0\0,4250\5000\6000\11000\0\0\0\0\0,5000\6000\7000\12000\0\0\0\0\0,8000\9000\10000\15000\0\0\0\0\0,5000\6000\7000\12000\0\0\0\0\0,10000\11000\12000\17000\0\0\0\0\0,5000\6000\7000\12000\0\0\0\0\0,4250\5000\6000\11000\0\0\0\0\0,www.orchidmunnar.com
HOTEL4991,Eastend Munnar,"Temple Road, Munnar, Kerala 685612, Phone:04865 230 451",52,3*,Galaxy\Super Deluxe\Premium\Suite,400\400\400\400\400\400\400\400\400,400\400\400\400\400\400\1\400\400,0\0\0\0\0\0\0\0\0,500\500\500\500\500\500\1500\500\500,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\1,3200\3400\5250\6500\0\0\0\0\0,3200\3400\5250\6500\0\0\0\0\0,3200\3400\5250\6500\0\0\0\0\0,3200\3400\5250\6500\0\0\0\0\0,3200\3400\5250\6500\0\0\0\0\0,3200\3400\5250\6500\0\0\0\0\0,6200\6400\8250\9500\0\0\0\0\0,3200\3400\5250\6500\0\0\0\0\0,3200\3400\5250\6500\0\0\0\0\0,www.eastend.in
HOTEL4992,Clouds Valley,"SH16, Kannan Devan Hills, Moolakadai, Munnar, Kerala 685612,Phone:04865 230 687",52,3*,Deluxe\Valley View,450\450\450\450\450\450\450\450\450,400\450\450\450\1\450\1\450\450,1000\1000\1000\1000\2750\1000\3250\1000\1000,500\500\500\500\2250\500\2750\500\500,1500\1500\1500\1500\1500\1500\1500\1500\1500,1500\1500\1500\1500\1500\1500\1500\1500\1500,1000\1000\1000\1000\1000\1000\1000\1000\1000,0\0\0\0\0\0\0\0\1,3300\3800\0\0\0\0\0\0\0,3300\3800\0\0\0\0\0\0\0,3300\3800\0\0\0\0\0\0\0,4050\4550\0\0\0\0\0\0\0,7550\8050\0\0\0\0\0\0\0,4050\4550\0\0\0\0\0\0\0,8550\9050\0\0\0\0\0\0\0,4050\4550\0\0\0\0\0\0\0,3300\3800\0\0\0\0\0\0\0,www.cloudsvalleymunnar.com
HOTEL4993,Hotel Hill View,"Near Blossom Hydel Park, SH16, Moolakadai, Munnar, Kerala 685612, Phone:04865 230 567",52,3*,Deluxe\Super Deluxe,350\350\350\350\350\350\350\350\350,350\350\350\350\1\350\1\350\350,700\750\750\750\1350\750\1900\750\750,300\300\300\300\900\300\1500\300\300,600\600\600\600\600\600\600\600\600,700\700\700\700\700\700\700\700\700,400\400\400\400\400\400\400\400\400,0\0\0\0\0\0\0\0\1,4000\4300\0\0\0\0\0\0\0,3000\3300\0\0\0\0\0\0\0,3000\3300\0\0\0\0\0\0\0,4000\4300\0\0\0\0\0\0\0,5200\5500\0\0\0\0\0\0\0,4000\4300\0\0\0\0\0\0\0,6400\6700\0\0\0\0\0\0\0,4000\4300\0\0\0\0\0\0\0,3000\3300\0\0\0\0\0\0\0,www.hotelhillviewcoorg.com
HOTEL4994,Abad Copper Castle,"Pothumedu, Munnar, Kerala 685565, Phone:04865 230 443",52,3*,Superior\Suite,450\450\450\450\450\450\450\450\450,450\450\450\450\1\450\1\450\450,750\1000\1000\1000\2000\1000\2250\1000\1000,500\250\250\250\1250\250\1500\250\250,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\0,0\0\0\0\0\0\0\0\1,3400\4400\0\0\0\0\0\0\0,3400\4400\0\0\0\0\0\0\0,3400\4400\0\0\0\0\0\0\0,4400\5400\0\0\0\0\0\0\0,6400\7400\0\0\0\0\0\0\0,4400\5400\0\0\0\0\0\0\0,6900\7900\0\0\0\0\0\0\0,4400\5400\0\0\0\0\0\0\0,3400\4400\0\0\0\0\0\0\0,www.abadhotels.com/coppercastle
HOTEL4995,Elysium Garden Hill Resort,"Top Station Road, Munnar, Kerala 685612, Phone:04865 232 620",52,3*,Executive\Garden View Cottage,500\500\500\500\500\500\500\500\500,500\500\500\500\500\500\1\500\500,1000\1000\1000\1000\1000\1000\3000\1000\1000,500\500\500\500\500\500\2500\500\500,1000\1000\1000\1000\1000\1000\1000\1000\1000,1300\1300\1300\1300\1300\1300\1300\1300\1300,500\500\500\500\500\500\500\500\500,0\0\0\0\0\0\0\0\1,3250\4500\0\0\0\0\0\0\0,3250\4500\0\0\0\0\0\0\0,3250\4500\0\0\0\0\0\0\0,4250\5500\0\0\0\0\0\0\0,4250\5500\0\0\0\0\0\0\0,4250\5500\0\0\0\0\0\0\0,8250\9500\0\0\0\0\0\0\0,3250\4500\0\0\0\0\0\0\0,3250\4500\0\0\0\0\0\0\0,www.elysiumgarden.com
